ID,Années,Mois,Jours,Start Date,End Date,Duration (Days),Pays,Région,Cercle,Commune,Quartier/Villages,#Ménages touchés,#Personnes affectées,#Ménages sinistrées,#Personnes sinistrées,#Personnes blessées,Personnes déplacées,#Personnes décedées,Sum personnes affectées,#Maisons endommagées,#Maisons detruites,#Ecole endommagées,#Ecole occupées,#Points d'eau endommagés,#Latrines détruites,# Magasins effondres,Vivres (T),Superficie Cultures (ha),Betails,Volailles,Sum maisons et services affectées,Hauteur pluie (mm),Autres dégâts,Alimentaires,Abris,Kits WASH,NFI,Autres réponses,Sum réponse,Organisations ayant apporté d'assistance,Besoins Non couverts,Column1,Source,Document initial,Tab document initial,Event Duration,Unnamed: 0,region (adm1),cercle (adm2),commune (adm3),year,month,date,source2,damage_livelihood,damage_general_local_curreny,people_affected,people_dead,houses_affected
79,2022,9,6,06/09/2022,07/09/2022,1,Mali,MOPTI,KORO,MADOUGOU,Anakanda,0,,,873,,,,873,,65,,,,,,,,,,65,,33 Greniers écroulés,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-72,2022 Cercle Commune Village,1,,,,,,,,,,,,,
86,2022,9,6,06/09/2022,07/09/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA MAOUDE,Arssi,1709,,1709,10254,,,,10254,,227,2,,,,,,,,,229,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-79,2022 Cercle Commune Village,1,,,,,,,,,,,,,
87,2022,9,6,06/09/2022,07/09/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,HAMZAKOMA,"Gisma, Darsalam, Intididene, Bengaria, kelHikikaneI, Eminafade I, Takoufout, Doudere, Chakano, Tizimbaze, Bangaria",815,,815,4079,,,,4079,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-80,2022 Cercle Commune Village,1,,,,,,,,,,,,,
88,2022,9,6,06/09/2022,07/09/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,RHAROUS,Waikoungou,870,,870,3615,,,,3615,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-81,2022 Cercle Commune Village,1,,,,,,,,,,,,,
56,2022,9,5,05/09/2022,06/09/2022,1,Mali,MOPTI,DJENNE,DANDOUGOU FAKALA,"Tacko, Sirbougou, Touara",349,,215,1457,,,,1457,,260,,,40,260,,,1350,453,300,2663,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-49,2022 Cercle Commune Village,1,,,,,,,,,,,,,
65,2022,9,5,05/09/2022,06/09/2022,1,Mali,MOPTI,DJENNE,NIANSANARI,Manta,94,,94,359,,,,359,,282,,,,,,,36,,,318,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-58,2022 Cercle Commune Village,1,,,,,,,,,,,,,
74,2022,9,5,05/09/2022,06/09/2022,1,Mali,MOPTI,DJENNE,DJENNE COMMUNE,Soala,385,,385,3181,,,,3181,,1243,,,10,656,,,3028,785,,5722,,"CSCOM, Ecoles",,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-67,2022 Cercle Commune Village,1,,,,,,,,,,,,,
71,2022,9,4,04/09/2022,05/09/2022,1,Mali,SEGOU,SAN,SAN COMMUNE,Belenitiégny,97,,97,1167,,,,1167,,237,,,6,13,,,,,,256,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-64,2022 Cercle Commune Village,1,,,,,,,,,,,,,
67,2022,9,2,02/09/2022,03/09/2022,1,Mali,SEGOU,SEGOU,SEGOU COMMUNE,Bougounina ,153,,153,1327,,,,1327,,311,,,8,69,,,15,,9,412,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-60,2022 Cercle Commune Village,1,,,,,,,,,,,,,
42,2022,9,1,01/09/2022,02/09/2022,1,Mali,KOULIKORO,DIOILA,KALADOUGOU,Thientiéna,75,,75,386,,,,386,,25,,,13,20,,,,,,58,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-35,2022 Cercle Commune Village,1,,,,,,,,,,,,,
44,2022,9,1,01/09/2022,02/09/2022,1,Mali,KOULIKORO,DIOILA,DEGNEKORO,Fana,951,,951,5174,,,,5174,,865,,,145,250,,,,,,1260,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-37,2022 Cercle Commune Village,1,,,,,,,,,,,,,
82,2022,8,31,31/08/2022,01/09/2022,1,Mali,MOPTI,DOUENTZA,DOUENTZA COMMUNE,Djoulouna,30,,,223,,,,223,,30,,,,,,,,,,30,,56 greniers tombés,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-75,2022 Cercle Commune Village,1,,,,,,,,,,,,,
20,2022,8,28,28/08/2022,29/08/2022,1,Mali,KOULIKORO,NARA,NARA,Tioffi,10,,10,122,,,,122,,37,,,,,,,,,,37,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-20,2022 Cercle Commune Village,1,,,,,,,,,,,,,
35,2022,8,28,28/08/2022,29/08/2022,1,Mali,SEGOU,SEGOU,PELENGANA,Pelengana sud,310,,310,1283,,,,1283,,169,,,257,259,,,,,,685,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-28,2022 Cercle Commune Village,1,,,,,,,,,,,,,
19,2022,8,27,27/08/2022,28/08/2022,1,Mali,KOULIKORO,NARA,KORONGA,Koronga,2,,2,13,,,,13,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-19,2022 Cercle Commune Village,1,,,,,,,,,,,,,
21,2022,8,27,27/08/2022,28/08/2022,1,Mali,KOULIKORO,NARA,DILLY,Djinkoulou ,6,,6,179,,,,179,,15,,,,,,,,,,15,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-21,2022 Cercle Commune Village,1,,,,,,,,,,,,,
45,2022,8,24,24/08/2022,25/08/2022,1,Mali,GAO,BOUREM,BOUREM,"Ersane , Agamhor , Ersane, Tabankort , Tarkint , Dararatouli , Tinfanda , Frinta , Kassembéré , Tahabanat",388,,388,2141,,,,2141,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-38,2022 Cercle Commune Village,1,,,,,,,,,,,,,
46,2022,8,24,24/08/2022,25/08/2022,1,Mali,GAO,BOUREM,BAMBA,Bamba Tabahokoumate et kalenssar 4,126,,126,0,,,,0,,17,,,,,,,,,,17,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-39,2022 Cercle Commune Village,1,,,,,,,,,,,,,
50,2022,8,24,24/08/2022,25/08/2022,1,Mali,MOPTI,BANDIAGARA,DIAMNATI, Diamini-Bouradono,1,,570,16,1,,3,20,,1,,,,,,,,,,1,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-43,2022 Cercle Commune Village,1,,,,,,,,,,,,,
34,2022,8,18,18/08/2022,19/08/2022,1,Mali,SEGOU,SEGOU,FARAKO,Farako,13,,13,165,,,,165,,13,,,,,,,,,,13,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-27,2022 Cercle Commune Village,1,,,,,,,,,,,,,
12,2022,8,12,12/08/2022,13/08/2022,1,Mali,BAMAKO,BAMAKO,COMMUNE I,Sotuba,3,,3,31,,,,31,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-12,2022 Cercle Commune Village,1,,,,,,,,,,,,,
13,2022,8,12,12/08/2022,13/08/2022,1,Mali,BAMAKO,BAMAKO,COMMUNE V,Magnambougou,2,,2,28,,,,28,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-13,2022 Cercle Commune Village,1,,,,,,,,,,,,,
14,2022,8,12,12/08/2022,13/08/2022,1,Mali,BAMAKO,BAMAKO,COMMUNE VI,"Missabougou, Magnambougou ",238,,238,1759,,,,1759,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-14,2022 Cercle Commune Village,1,,,,,,,,,,,,,
15,2022,8,12,12/08/2022,13/08/2022,1,Mali,KOULIKORO,KATI,OUELESSEBOUGOU,Kolena,2,,2,6,,,1,7,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-15,2022 Cercle Commune Village,1,,,,,,,,,,,,,
16,2022,8,12,12/08/2022,13/08/2022,1,Mali,KOULIKORO,KATI,MANDE,Kanadjiguila,,,,,,,1,1,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-16,2022 Cercle Commune Village,1,,,,,,,,,,,,,
17,2022,8,12,12/08/2022,13/08/2022,1,Mali,KOULIKORO,KATI,SANANKORO DJITOUMOU,Dianikoro,12,,12,15,7,,1,23,,6,,,,,,,,,,6,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-17,2022 Cercle Commune Village,1,,,,,,,,,,,,,
47,2022,8,12,12/08/2022,13/08/2022,1,Mali,BAMAKO,BAMAKO,COMMUNE II,"Konebougou, Bougouba",324,,234,2806,,,,2806,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-40,2022 Cercle Commune Village,1,,,,,,,,,,,,,
48,2022,8,12,12/08/2022,13/08/2022,1,Mali,TOMBOUCTOU,GOUNDAM,TONKA,Tonka,81,,81,445,,,,445,,52,,,,,,,,,,52,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-41,2022 Cercle Commune Village,1,,,,,,,,,,,,,
83,2022,8,12,12/08/2022,13/08/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,SERERE,"Madiakoye, Kano, Mamadou Koira, Moyadji Koira, Amaragoungou, Goungouberi, Arbichi, Kelhikikene II, Kelhikikene Sereré, Kelhikikene Taborack, Ikorchatane Sereré, Izegayatane, Ikamadayane, Waikaratane Boranda",570,,570,3420,,,,3420,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-76,2022 Cercle Commune Village,1,,,,,,,,,,,,,
84,2022,8,12,12/08/2022,13/08/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,HARIBOMO,"Kel BouKel Bourem Erewi, Tomagaih, Tissi kinene, Igar-gar, Abaloul, Tama-Hamey, Daka Djerel, Djedjefou, Imawane,Tagoungoutte, Tim-Alada, Tabakatt, Tin-Ghyhchane, Daka M'bara, Dazi",1037,,1037,6222,,,,6222,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-77,2022 Cercle Commune Village,1,,,,,,,,,,,,,
85,2022,8,12,12/08/2022,13/08/2022,1,Mali,TOMBOUCTOU,GOURMA-RHAROUS,OUINERDEN,"Tissiknen, Tagoungoutte, Imawane, Daka Djerel, Daka M'bara, Kel Bourem Erewi, Toumagué, Adiora 1, Ingarhan, Oudimi",912,,912,5472,,,,5472,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-78,2022 Cercle Commune Village,1,,,,,,,,,,,,,
89,2022,8,12,12/08/2022,13/08/2022,1,Mali,TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,"Hamabangou, Djingarey Ber, Barriz, Bellafarandi, Abaradiou, Kabara, Badjinde, Sankore",215,,215,1643,2,,,1645,,67,1,,,16,,,,,,84,,39,75000,,,189,,75189,"Croix Rouge Malienne (CRM), UNICEF",,,OCHA,2022_ocha_mli_data_inondation_septembre-82,2022 Cercle Commune Village,1,,,,,,,,,,,,,
11,2022,8,9,09/08/2022,10/08/2022,1,Mali,GAO,BOUREM,BOUREM,Diambourou et Kalani ,198,,198,1703,,,,1703,,21,,,,,,,,,,21,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-11,2022 Cercle Commune Village,1,,,,,,,,,,,,,
10,2022,8,4,04/08/2022,05/08/2022,1,Mali,SIKASSO,BOUGOUNI,BOUGOUNI COMMUNE,Torakabougou,2,,2,11,,,,11,,2,,,2,,,,,,,4,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-10,2022 Cercle Commune Village,1,,,,,,,,,,,,,
73,2022,8,4,04/08/2022,05/08/2022,1,Mali,SIKASSO,KADIOLO,KADIOLO,Kadiolo Koko,16,,16,101,,,,101,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-66,2022 Cercle Commune Village,1,,,,,,,,,,,,,
32,2022,7,29,29/07/2022,30/07/2022,1,Mali,SEGOU,SEGOU,SEGOU COMMUNE,Kolotomo,50,,50,947,,,,947,,112,,,,,,,,,,112,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-25,2022 Cercle Commune Village,1,,,,,,,,,,,,,
31,2022,7,20,20/07/2022,21/07/2022,1,Mali,SEGOU,SEGOU,SEGOU COMMUNE,Kolodougou coura,130,,130,273,,,,273,,25,,,,,,,,,,25,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-24,2022 Cercle Commune Village,1,,,,,,,,,,,,,
5,2022,7,17,17/07/2022,18/07/2022,1,Mali,KOULIKORO,DIOILA,KALADOUGOU,Nématoulaye,67,,67,402,,,,402,,27,,,27,,,,,1,75,130,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-5,2022 Cercle Commune Village,1,,,,,,,,,,,,,
49,2022,7,10,10/07/2022,11/07/2022,1,Mali,TOMBOUCTOU,NIAFUNKE,SOUMPI,"Toubel, Dofana, Enekar, Edouareck, Edouareck-Kountou, ",72,,72,785,,,,785,,88,,,,,,,,,,88,,,,88,,,,88,,,,OCHA,2022_ocha_mli_data_inondation_septembre-42,2022 Cercle Commune Village,1,,,,,,,,,,,,,
90,2022,7,10,10/07/2022,11/07/2022,1,Mali,TOMBOUCTOU,TOMBOUCTOU,LAFIA,Sourgou sarey,46,,46,315,,,,315,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-83,2022 Cercle Commune Village,1,,,,,,,,,,,,,
91,2022,7,10,10/07/2022,11/07/2022,1,Mali,TOMBOUCTOU,TOMBOUCTOU,BER,"Ber, Tererdjé,Terist, Tinafewa, Nibkit Keidim, Taoutilt, Er-Intedjeft, Tadoumoumt, Zarho",41,,41,223,,,,223,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-84,2022 Cercle Commune Village,1,,,,,,,,,,,,,
9,2022,6,29,29/06/2022,30/06/2022,1,Mali,KOULIKORO,DIOILA,KALADOUGOU,Kola,201,,201,1121,,,,1121,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-9,2022 Cercle Commune Village,1,,,,,,,,,,,,,
18,2022,6,29,29/06/2022,30/06/2022,1,Mali,KOULIKORO,NARA,NARA,Medina coura,28,,28,168,,,,168,,,,,1,,,,,,,1,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-18,2022 Cercle Commune Village,1,,,,,,,,,,,,,
37,2022,6,27,27/06/2022,28/06/2022,1,Mali,MOPTI,MOPTI,SOCOURA,Sarema,,,,312,,,,312,,,,,,4,,,,,,4,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-30,2022 Cercle Commune Village,1,,,,,,,,,,,,,
2,2022,6,20,20/06/2022,21/06/2022,1,Mali,KOULIKORO,NARA,KORONGA,Zidou,9,0,9,147,,,,147,,53,,,,,,,,17,,70,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-2,2022 Cercle Commune Village,1,,,,,,,,,,,,,
3,2022,6,20,20/06/2022,21/06/2022,1,Mali,KAYES,KAYES,KAYES COMMUNE,Sangafara ,5,,5,36,,,,36,,1,,,,1,,,,,,2,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-3,2022 Cercle Commune Village,1,,,,,,,,,,,,,
6,2022,6,17,17/06/2022,18/06/2022,1,Mali,KOULIKORO,KATI,KALABANCORO,Kabala Extention,3,,3,29,,,1,30,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-6,2022 Cercle Commune Village,1,,,,,,,,,,,,,
7,2022,6,17,17/06/2022,18/06/2022,1,Mali,BAMAKO,BAMAKO,COMMUNE I,Fombabougou,1,,1,34,2,,,36,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-7,2022 Cercle Commune Village,1,,,,,,,,,,,,,
8,2022,6,17,17/06/2022,18/06/2022,1,Mali,KOULIKORO,DIOILA,KALADOUGOU,Tiendobougou,131,,131,765,,,,765,,32,,,18,1,,,,1,,52,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-8,2022 Cercle Commune Village,1,,,,,,,,,,,,,
36,2022,6,6,06/06/2022,07/06/2022,1,Mali,MOPTI,MOPTI,MOPTI COMMUNE,Lycéé Hamadou,,,,39,,,,39,,311,,,,,,,,,,311,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-29,2022 Cercle Commune Village,1,,,,,,,,,,,,,
1,2022,5,1,01/05/2022,02/05/2022,1,Mali,KIDAL,KIDAL,KIDAL,Ville,12,,12,77,,,,77,,,,,,,,,,,,0,,,,,,,,0,,,,OCHA,2022_ocha_mli_data_inondation_septembre-1,2022 Cercle Commune Village,1,,,,,,,,,,,,,
92,2020,8,12,12/08/2020,13/08/2020,1,Mali,GAO,,,,,13200,,,,,,13200,1160,,,,,,,,,,,1160,,5400 sans abris,,,,,,0,,,,CatNat,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
92,2020,8,12,12/08/2020,13/08/2020,1,Mali,MOPTI,,,,,13200,,,,,,13200,1160,,,,,,,,,,,1160,,5400 sans abris,,,,,,0,,,,CatNat,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
92,2020,8,12,12/08/2020,13/08/2020,1,Mali,SEGOU AND SIKASSO,,,,,13200,,,,,,13200,1160,,,,,,,,,,,1160,,5400 sans abris,,,,,,0,,,,CatNat,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,KIDAL,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,KOULIKORO,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,TOMBOUCTOU,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,MÉNAKA,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,MOPTI,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
96,2019,Aout et Septembre,24 Aout et 12 Septembre,24/08/2019,07/09/2019,19,Mali,MOPTI ET MÉNAKA,,,,,6474,,,,,,6474,845,,,,,,,,,,,845,,,,,,,,0,,,,Relief,,,14,,,,,,,,,,,,,
,,,,07/08/2019,07/08/2019,,,KAYES,GOUMÉRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,889,KAYES,GOUMÉRA,,2019,8,07/08/2019,DREF2018,0,0,0,0,70
,,,,07/08/2019,07/08/2019,,,KIDAL,ESSOUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,890,KIDAL,ESSOUK,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KIDAL,INTACHDAYTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,KIDAL,INTACHDAYTE,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KIDAL,TESSALIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,892,KIDAL,TESSALIT,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KIDAL,AGUELHOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,893,KIDAL,AGUELHOK,,2019,8,07/08/2019,DREF2018,0,0,0,0,150
,,,,07/08/2019,07/08/2019,,,GAO,TAMKOUTAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,894,GAO,TAMKOUTAT,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,GAO,BOUREM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,895,GAO,BOUREM,,2019,8,07/08/2019,DREF2018,0,0,0,0,53
,,,,07/08/2019,07/08/2019,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,896,GAO,GAO,,2019,8,07/08/2019,DREF2018,0,0,0,0,152
,,,,07/08/2019,07/08/2019,,,KAYES,KITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,897,KAYES,KITA,,2019,8,07/08/2019,DREF2018,0,0,0,1,650
,,,,07/08/2019,07/08/2019,,,TOMBOUCTOU,NIAFUNKÉ + MORE LOCATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,898,TOMBOUCTOU,NIAFUNKÉ + MORE LOCATIONS,,2019,8,07/08/2019,DREF2018,0,0,0,0,114
,,,,07/08/2019,07/08/2019,,,TOMBOUCTOU,TOMBOUCTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,899,TOMBOUCTOU,TOMBOUCTOU,,2019,8,07/08/2019,DREF2018,0,0,0,0,116
,,,,07/08/2019,07/08/2019,,,SIKASSO,ZEGOUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,SIKASSO,ZEGOUA,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,SIKASSO,SONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,901,SIKASSO,SONA,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,SIKASSO,KOURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,902,SIKASSO,KOURY,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,SIKASSO,KOUTIALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,903,SIKASSO,KOUTIALA,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,SIKASSO,BIRAMABOUGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,904,SIKASSO,BIRAMABOUGOU,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,SIKASSO,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,905,SIKASSO,SIKASSO,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
